scenario,skill_category,total_weighted,signal_count,avg_demand_score,avg_quality,sources,sector,penalty,adjusted_weight,normalized_weight,scenario_label
S3,sustainability management,3.3,2,2.0,1.5,"QNDS2, QNDS3",cross_sector,0.7890763647670371,2.6039520037312225,0.5,S3: Green Transition Pressure
S3,energy transition project management,2.7,1,2.0,1.5,IRENA_ENERGY_TRANSITION,cross_sector,0.7890763647670371,2.1305061848710003,0.4090909090909091,S3: Green Transition Pressure
S3,green hydrogen production,2.7,1,2.0,1.5,IRENA_ENERGY_TRANSITION,energy_lng,0.7890763647670371,2.1305061848710003,0.4090909090909091,S3: Green Transition Pressure
S3,renewable energy engineering,2.7,1,2.0,1.5,IRENA_ENERGY_TRANSITION,energy_lng,0.7890763647670371,2.1305061848710003,0.4090909090909091,S3: Green Transition Pressure
S3,cybersecurity,2.4,2,2.0,1.5,"STRATEGY_AND_GCC_DIGITAL, WEF_FUTURE_JOBS_2023",technology_digital,0.7890763647670371,1.893783275440889,0.3636363636363636,S3: Green Transition Pressure
S3,software development,2.4,2,2.0,1.5,"ILO_QATAR_LABOUR_2023, QFZA_TECH_2024",technology_digital,0.7890763647670371,1.893783275440889,0.3636363636363636,S3: Green Transition Pressure
S3,artificial intelligence and automation,2.0999999999999996,1,2.0,1.5,MCK_FUTURE_WORK_GCC,technology_digital,0.7890763647670371,1.6570603660107777,0.3181818181818181,S3: Green Transition Pressure
S3,cognitive and creative skills,2.0999999999999996,1,2.0,1.5,MCK_FUTURE_WORK_GCC,cross_sector,0.7890763647670371,1.6570603660107777,0.3181818181818181,S3: Green Transition Pressure
S3,data analytics and AI,1.8000000000000003,3,2.0,1.5,"GS_GULF_VISION_2024, OXFORD_ECONOMICS_GCC, WB_QATAR_2024",technology_digital,0.7890763647670371,1.420337456580667,0.27272727272727276,S3: Green Transition Pressure
S3,research and development,1.8000000000000003,2,2.0,1.5,"QF_HIGHER_ED_STRATEGY, RAND_QATAR_WORKFORCE",cross_sector,0.7890763647670371,1.420337456580667,0.27272727272727276,S3: Green Transition Pressure
S3,advanced education delivery,1.7999999999999998,1,2.0,1.5,QNDS3,education,0.7890763647670371,1.4203374565806668,0.2727272727272727,S3: Green Transition Pressure
S3,carbon capture and storage,1.7999999999999998,1,2.0,1.5,MS_MENA_OUTLOOK_2024,energy_lng,0.7890763647670371,1.4203374565806668,0.2727272727272727,S3: Green Transition Pressure
S3,data analytics,1.7999999999999998,1,2.0,1.5,QFZA_TECH_2024,technology_digital,0.7890763647670371,1.4203374565806668,0.2727272727272727,S3: Green Transition Pressure
S3,data analytics and big data,1.7999999999999998,1,2.0,1.5,WEF_FUTURE_JOBS_2023,technology_digital,0.7890763647670371,1.4203374565806668,0.2727272727272727,S3: Green Transition Pressure
S3,fintech,1.7999999999999998,1,2.0,1.5,QFZA_TECH_2024,technology_digital,0.7890763647670371,1.4203374565806668,0.2727272727272727,S3: Green Transition Pressure
S3,human-AI collaboration,1.7999999999999998,1,2.0,1.5,OECD_AI_SKILLS_2023,cross_sector,0.7890763647670371,1.4203374565806668,0.2727272727272727,S3: Green Transition Pressure
S3,hydrogen production,1.7999999999999998,1,2.0,1.5,MS_MENA_OUTLOOK_2024,energy_lng,0.7890763647670371,1.4203374565806668,0.2727272727272727,S3: Green Transition Pressure
S3,innovation and entrepreneurship,1.7999999999999998,1,2.0,1.5,QNDS3,cross_sector,0.7890763647670371,1.4203374565806668,0.2727272727272727,S3: Green Transition Pressure
S3,lifelong learning and adaptability,1.7999999999999998,1,2.0,1.5,OECD_AI_SKILLS_2023,cross_sector,0.7890763647670371,1.4203374565806668,0.2727272727272727,S3: Green Transition Pressure
S3,sustainability and green skills,1.7999999999999998,1,2.0,1.5,WEF_FUTURE_JOBS_2023,cross_sector,0.7890763647670371,1.4203374565806668,0.2727272727272727,S3: Green Transition Pressure
S3,sustainable finance,1.7999999999999998,1,2.0,1.5,MS_MENA_OUTLOOK_2024,finance_banking,0.7890763647670371,1.4203374565806668,0.2727272727272727,S3: Green Transition Pressure
S3,leadership and management,1.5,2,2.0,1.5,"KEARNEY_GCC_TALENT, QATARIZATION_POLICY",cross_sector,0.7890763647670371,1.1836145471505557,0.22727272727272727,S3: Green Transition Pressure
S3,green construction,1.35,1,1.0,1.5,IRENA_ENERGY_TRANSITION,construction_real_estate,0.7890763647670371,1.0652530924355001,0.20454545454545456,S3: Green Transition Pressure
S3,smart grid technologies,1.35,1,1.0,1.5,IRENA_ENERGY_TRANSITION,technology_digital,0.7890763647670371,1.0652530924355001,0.20454545454545456,S3: Green Transition Pressure
S3,academic leadership,1.2000000000000002,1,2.0,1.5,QF_HIGHER_ED_STRATEGY,education,0.7890763647670371,0.9468916377204447,0.18181818181818185,S3: Green Transition Pressure
S3,carbon management and CCUS,1.2000000000000002,1,2.0,1.5,IEA_GAS_OUTLOOK_2024,energy_lng,0.7890763647670371,0.9468916377204447,0.18181818181818185,S3: Green Transition Pressure
S3,cybersecurity and digital infrastructure,1.2000000000000002,1,2.0,1.5,GS_GULF_VISION_2024,technology_digital,0.7890763647670371,0.9468916377204447,0.18181818181818185,S3: Green Transition Pressure
S3,data analytics and statistics,1.2000000000000002,1,2.0,1.5,MDPS_LFS_2023,cross_sector,0.7890763647670371,0.9468916377204447,0.18181818181818185,S3: Green Transition Pressure
S3,digital banking and fintech,1.2000000000000002,1,2.0,1.5,GS_GULF_VISION_2024,finance_banking,0.7890763647670371,0.9468916377204447,0.18181818181818185,S3: Green Transition Pressure
S3,educational leadership and pedagogy,1.2000000000000002,1,2.0,1.5,QNV2030,education,0.7890763647670371,0.9468916377204447,0.18181818181818185,S3: Green Transition Pressure
S3,entrepreneurship education,1.2000000000000002,1,2.0,1.5,QF_HIGHER_ED_STRATEGY,cross_sector,0.7890763647670371,0.9468916377204447,0.18181818181818185,S3: Green Transition Pressure
S3,investment and capital markets,1.2000000000000002,1,2.0,1.5,GS_GULF_VISION_2024,finance_banking,0.7890763647670371,0.9468916377204447,0.18181818181818185,S3: Green Transition Pressure
S3,knowledge economy enablement,1.2000000000000002,1,2.0,1.5,QNV2030,technology_digital,0.7890763647670371,0.9468916377204447,0.18181818181818185,S3: Green Transition Pressure
S3,project management and strategy,1.2000000000000002,1,2.0,1.5,GS_GULF_VISION_2024,cross_sector,0.7890763647670371,0.9468916377204447,0.18181818181818185,S3: Green Transition Pressure
S3,skills development and training,1.2000000000000002,1,2.0,1.5,MDPS_LFS_2023,education,0.7890763647670371,0.9468916377204447,0.18181818181818185,S3: Green Transition Pressure
S3,change management and adaptability,1.0499999999999998,1,1.0,1.5,MCK_FUTURE_WORK_GCC,cross_sector,0.7890763647670371,0.8285301830053888,0.15909090909090906,S3: Green Transition Pressure
S3,AI ethics and governance,0.8999999999999999,1,1.0,1.5,OECD_AI_SKILLS_2023,technology_digital,0.7890763647670371,0.7101687282903334,0.13636363636363635,S3: Green Transition Pressure
S3,analytical and critical thinking,0.8999999999999999,1,1.0,1.5,WEF_FUTURE_JOBS_2023,cross_sector,0.7890763647670371,0.7101687282903334,0.13636363636363635,S3: Green Transition Pressure
S3,creative and design thinking,0.8999999999999999,1,1.0,1.5,WEF_FUTURE_JOBS_2023,cross_sector,0.7890763647670371,0.7101687282903334,0.13636363636363635,S3: Green Transition Pressure
S3,critical thinking and creativity,0.8999999999999999,1,1.0,1.5,OECD_AI_SKILLS_2023,cross_sector,0.7890763647670371,0.7101687282903334,0.13636363636363635,S3: Green Transition Pressure
S3,digital infrastructure management,0.8999999999999999,1,1.0,1.5,QFZA_TECH_2024,technology_digital,0.7890763647670371,0.7101687282903334,0.13636363636363635,S3: Green Transition Pressure
S3,educational leadership,0.8999999999999999,1,2.0,1.5,QATARIZATION_POLICY,education,0.7890763647670371,0.7101687282903334,0.13636363636363635,S3: Green Transition Pressure
S3,energy transition management,0.8999999999999999,1,1.0,1.5,MS_MENA_OUTLOOK_2024,cross_sector,0.7890763647670371,0.7101687282903334,0.13636363636363635,S3: Green Transition Pressure
S3,entrepreneurship and innovation,0.8999999999999999,1,2.0,1.5,QATARIZATION_POLICY,cross_sector,0.7890763647670371,0.7101687282903334,0.13636363636363635,S3: Green Transition Pressure
S3,financial innovation,0.8999999999999999,1,1.0,1.5,QNDS3,finance_banking,0.7890763647670371,0.7101687282903334,0.13636363636363635,S3: Green Transition Pressure
S3,renewable energy integration,0.8999999999999999,1,1.0,1.5,MS_MENA_OUTLOOK_2024,energy_lng,0.7890763647670371,0.7101687282903334,0.13636363636363635,S3: Green Transition Pressure
S3,sustainable construction,0.9,2,1.0,1.5,"OXFORD_ECONOMICS_GCC, QNDS2",construction_real_estate,0.7890763647670371,0.7101687282903334,0.13636363636363635,S3: Green Transition Pressure
S3,digital governance,0.8,1,2.0,1.0,WB_MENA_JOBS_2023,cross_sector,0.7890763647670371,0.6312610918136298,0.12121212121212123,S3: Green Transition Pressure
S3,project management and governance,0.7500000000000001,2,1.0,1.5,"QNV2030, WB_QATAR_2024",cross_sector,0.7890763647670371,0.591807273575278,0.11363636363636366,S3: Green Transition Pressure
S3,educational innovation,0.75,1,1.0,1.5,QNDS2,education,0.7890763647670371,0.5918072735752778,0.11363636363636363,S3: Green Transition Pressure
S3,project management,0.75,1,1.0,1.5,QNDS2,cross_sector,0.7890763647670371,0.5918072735752778,0.11363636363636363,S3: Green Transition Pressure
S3,STEM education delivery,0.6000000000000001,1,2.0,1.5,RAND_QATAR_WORKFORCE,education,0.7890763647670371,0.47344581886022236,0.09090909090909093,S3: Green Transition Pressure
S3,advanced energy operations,0.6000000000000001,1,1.0,1.5,GS_GULF_VISION_2024,energy_lng,0.7890763647670371,0.47344581886022236,0.09090909090909093,S3: Green Transition Pressure
S3,clinical specialization,0.6000000000000001,1,2.0,1.5,ILO_QATAR_LABOUR_2023,healthcare,0.7890763647670371,0.47344581886022236,0.09090909090909093,S3: Green Transition Pressure
S3,data science and AI,0.6000000000000001,1,2.0,1.5,STRATEGY_AND_GCC_DIGITAL,technology_digital,0.7890763647670371,0.47344581886022236,0.09090909090909093,S3: Green Transition Pressure
S3,data science and analytics,0.6000000000000001,1,2.0,1.5,RAND_QATAR_WORKFORCE,technology_digital,0.7890763647670371,0.47344581886022236,0.09090909090909093,S3: Green Transition Pressure
S3,digital energy systems,0.6000000000000001,1,1.0,1.5,IEA_GAS_OUTLOOK_2024,energy_lng,0.7890763647670371,0.47344581886022236,0.09090909090909093,S3: Green Transition Pressure
S3,digital literacy,0.6000000000000001,1,2.0,1.5,ILO_QATAR_LABOUR_2023,cross_sector,0.7890763647670371,0.47344581886022236,0.09090909090909093,S3: Green Transition Pressure
S3,economic analysis,0.6000000000000001,1,1.0,1.5,MDPS_LFS_2023,finance_banking,0.7890763647670371,0.47344581886022236,0.09090909090909093,S3: Green Transition Pressure
S3,energy transition planning,0.6000000000000001,1,1.0,1.5,IEA_GAS_OUTLOOK_2024,energy_lng,0.7890763647670371,0.47344581886022236,0.09090909090909093,S3: Green Transition Pressure
S3,environmental management,0.6000000000000001,1,1.0,1.5,QNV2030,cross_sector,0.7890763647670371,0.47344581886022236,0.09090909090909093,S3: Green Transition Pressure
S3,management leadership,0.6000000000000001,1,2.0,1.5,ILO_QATAR_LABOUR_2023,cross_sector,0.7890763647670371,0.47344581886022236,0.09090909090909093,S3: Green Transition Pressure
S3,regulatory and market analysis,0.6000000000000001,1,1.0,1.5,IEA_GAS_OUTLOOK_2024,cross_sector,0.7890763647670371,0.47344581886022236,0.09090909090909093,S3: Green Transition Pressure
S3,sustainability and ESG,0.6000000000000001,1,2.0,1.5,KEARNEY_GCC_TALENT,cross_sector,0.7890763647670371,0.47344581886022236,0.09090909090909093,S3: Green Transition Pressure
S3,renewable energy,0.44999999999999996,1,1.0,1.5,QATARIZATION_POLICY,energy_lng,0.7890763647670371,0.3550843641451667,0.06818181818181818,S3: Green Transition Pressure
S3,expenditure management,0.4,1,1.0,1.0,WB_MENA_JOBS_2023,cross_sector,0.7890763647670371,0.3156305459068149,0.060606060606060615,S3: Green Transition Pressure
S3,transparency and accountability,0.4,1,1.0,1.0,WB_MENA_JOBS_2023,cross_sector,0.7890763647670371,0.3156305459068149,0.060606060606060615,S3: Green Transition Pressure
S3,adult learning and workforce development,0.30000000000000004,1,1.0,1.5,RAND_QATAR_WORKFORCE,education,0.7890763647670371,0.23672290943011118,0.04545454545454546,S3: Green Transition Pressure
S3,digital literacy and automation,0.30000000000000004,1,2.0,1.5,OXFORD_ECONOMICS_GCC,cross_sector,0.7890763647670371,0.23672290943011118,0.04545454545454546,S3: Green Transition Pressure
S3,digital transformation management,0.30000000000000004,1,1.0,1.5,STRATEGY_AND_GCC_DIGITAL,cross_sector,0.7890763647670371,0.23672290943011118,0.04545454545454546,S3: Green Transition Pressure
S3,educational delivery,0.30000000000000004,1,1.0,1.5,ILO_QATAR_LABOUR_2023,education,0.7890763647670371,0.23672290943011118,0.04545454545454546,S3: Green Transition Pressure
S3,financial technology and regulation,0.30000000000000004,1,2.0,1.5,WB_QATAR_2024,finance_banking,0.7890763647670371,0.23672290943011118,0.04545454545454546,S3: Green Transition Pressure
S3,sustainable tourism practices,0.30000000000000004,1,1.0,1.5,QATAR_TOURISM_2030,tourism_hospitality,0.7890763647670371,0.23672290943011118,0.04545454545454546,S3: Green Transition Pressure
S3,digital education and research,0.15000000000000002,1,1.0,1.5,WB_QATAR_2024,education,0.7890763647670371,0.11836145471505559,0.02272727272727273,S3: Green Transition Pressure
S3,energy transition technologies,0.15000000000000002,1,1.0,1.5,WB_QATAR_2024,energy_lng,0.7890763647670371,0.11836145471505559,0.02272727272727273,S3: Green Transition Pressure
S3,knowledge management,0.1,1,1.0,0.5,HBKU_STRATEGY,cross_sector,0.7890763647670371,0.07890763647670372,0.015151515151515154,S3: Green Transition Pressure
S3,research methodology,0.1,1,1.0,0.5,HBKU_STRATEGY,education,0.7890763647670371,0.07890763647670372,0.015151515151515154,S3: Green Transition Pressure
S3,traditional manual skills,-1.0499999999999998,1,-1.0,1.5,MCK_FUTURE_WORK_GCC,cross_sector,0.7890763647670371,-0.8285301830053888,-0.15909090909090906,S3: Green Transition Pressure
S4,AI development and implementation,1.7999999999999998,1,2.0,1.5,UNESCO_AI_EDUCATION,technology_digital,0.33646329245522655,0.6056339264194077,1.0,S4: Knowledge Economy Leap
S4,AI pedagogy and curriculum design,1.7999999999999998,1,2.0,1.5,UNESCO_AI_EDUCATION,education,0.33646329245522655,0.6056339264194077,1.0,S4: Knowledge Economy Leap
S4,digital literacy and AI competency training,1.7999999999999998,1,2.0,1.5,UNESCO_AI_EDUCATION,education,0.33646329245522655,0.6056339264194077,1.0,S4: Knowledge Economy Leap
S4,artificial intelligence research,1.4,1,2.0,1.0,QSTP_INNOVATION,technology_digital,0.33646329245522655,0.47104860943731713,0.7777777777777778,S4: Knowledge Economy Leap
S4,biotechnology research,1.4,1,2.0,1.0,QSTP_INNOVATION,technology_digital,0.33646329245522655,0.47104860943731713,0.7777777777777778,S4: Knowledge Economy Leap
S4,cybersecurity research,1.4,1,2.0,1.0,QSTP_INNOVATION,technology_digital,0.33646329245522655,0.47104860943731713,0.7777777777777778,S4: Knowledge Economy Leap
S4,data science analytics,1.4,1,2.0,1.0,QSTP_INNOVATION,cross_sector,0.33646329245522655,0.47104860943731713,0.7777777777777778,S4: Knowledge Economy Leap
S4,innovation commercialization,1.4,1,2.0,1.0,QSTP_INNOVATION,cross_sector,0.33646329245522655,0.47104860943731713,0.7777777777777778,S4: Knowledge Economy Leap
S4,AI policy and governance,0.8999999999999999,1,1.0,1.5,UNESCO_AI_EDUCATION,cross_sector,0.33646329245522655,0.30281696320970386,0.5,S4: Knowledge Economy Leap
S4,digital reskilling,0.8,1,2.0,1.0,WEF_RESKILLING_2024,technology_digital,0.33646329245522655,0.2691706339641812,0.4444444444444445,S4: Knowledge Economy Leap
S4,learning technology,0.8,1,2.0,1.0,WEF_RESKILLING_2024,technology_digital,0.33646329245522655,0.2691706339641812,0.4444444444444445,S4: Knowledge Economy Leap
S4,skills-based hiring,0.8,1,2.0,1.0,WEF_RESKILLING_2024,cross_sector,0.33646329245522655,0.2691706339641812,0.4444444444444445,S4: Knowledge Economy Leap
S4,advanced research supervision,0.7,1,1.0,1.0,QSTP_INNOVATION,education,0.33646329245522655,0.23552430471865857,0.3888888888888889,S4: Knowledge Economy Leap
S4,business process automation,0.5,1,2.0,1.0,DELOITTE_GCC_SERVICES,cross_sector,0.33646329245522655,0.16823164622761327,0.2777777777777778,S4: Knowledge Economy Leap
S4,management consulting,0.5,1,2.0,1.0,DELOITTE_GCC_SERVICES,cross_sector,0.33646329245522655,0.16823164622761327,0.2777777777777778,S4: Knowledge Economy Leap
S4,competency-based assessment,0.4,1,1.0,1.0,WEF_RESKILLING_2024,education,0.33646329245522655,0.1345853169820906,0.22222222222222224,S4: Knowledge Economy Leap
S4,logistics analytics,0.4,1,2.0,1.0,QATAR_LOGISTICS_2030,cross_sector,0.33646329245522655,0.1345853169820906,0.22222222222222224,S4: Knowledge Economy Leap
S4,workforce analytics,0.4,1,1.0,1.0,WEF_RESKILLING_2024,cross_sector,0.33646329245522655,0.1345853169820906,0.22222222222222224,S4: Knowledge Economy Leap
S5,digital logistics,1.6,1,2.0,1.0,QATAR_LOGISTICS_2030,cross_sector,0.33646329245522655,0.5383412679283625,1.0,S5: Regional Hub & Geopolitical Pivot
S5,logistics analytics,1.6,1,2.0,1.0,QATAR_LOGISTICS_2030,cross_sector,0.33646329245522655,0.5383412679283625,1.0,S5: Regional Hub & Geopolitical Pivot
S5,supply chain management,1.6,1,2.0,1.0,QATAR_LOGISTICS_2030,cross_sector,0.33646329245522655,0.5383412679283625,1.0,S5: Regional Hub & Geopolitical Pivot
S5,business process automation,0.9,1,2.0,1.0,DELOITTE_GCC_SERVICES,cross_sector,0.33646329245522655,0.3028169632097039,0.5625000000000001,S5: Regional Hub & Geopolitical Pivot
S5,digital finance technology,0.9,1,2.0,1.0,DELOITTE_GCC_SERVICES,finance_banking,0.33646329245522655,0.3028169632097039,0.5625000000000001,S5: Regional Hub & Geopolitical Pivot
S5,management consulting,0.9,1,2.0,1.0,DELOITTE_GCC_SERVICES,cross_sector,0.33646329245522655,0.3028169632097039,0.5625000000000001,S5: Regional Hub & Geopolitical Pivot
S5,diplomatic communication,0.8,1,2.0,1.0,BROOKINGS_QATAR_SOFT_POWER,cross_sector,0.33646329245522655,0.2691706339641812,0.5,S5: Regional Hub & Geopolitical Pivot
S5,international business development,0.8,1,2.0,1.0,BROOKINGS_QATAR_SOFT_POWER,cross_sector,0.33646329245522655,0.2691706339641812,0.5,S5: Regional Hub & Geopolitical Pivot
S5,logistics infrastructure,0.8,1,1.0,1.0,QATAR_LOGISTICS_2030,construction_real_estate,0.33646329245522655,0.2691706339641812,0.5,S5: Regional Hub & Geopolitical Pivot
S5,strategic communications,0.8,1,2.0,1.0,BROOKINGS_QATAR_SOFT_POWER,cross_sector,0.33646329245522655,0.2691706339641812,0.5,S5: Regional Hub & Geopolitical Pivot
S5,trade facilitation,0.8,1,1.0,1.0,QATAR_LOGISTICS_2030,cross_sector,0.33646329245522655,0.2691706339641812,0.5,S5: Regional Hub & Geopolitical Pivot
S5,Islamic finance expertise,0.45,1,1.0,1.0,DELOITTE_GCC_SERVICES,finance_banking,0.33646329245522655,0.15140848160485196,0.28125000000000006,S5: Regional Hub & Geopolitical Pivot
S5,capital markets,0.45,1,1.0,1.0,DELOITTE_GCC_SERVICES,finance_banking,0.33646329245522655,0.15140848160485196,0.28125000000000006,S5: Regional Hub & Geopolitical Pivot
S5,regulatory compliance,0.45,1,1.0,1.0,DELOITTE_GCC_SERVICES,cross_sector,0.33646329245522655,0.15140848160485196,0.28125000000000006,S5: Regional Hub & Geopolitical Pivot
S5,cultural analysis,0.4,1,1.0,1.0,BROOKINGS_QATAR_SOFT_POWER,cross_sector,0.33646329245522655,0.1345853169820906,0.25,S5: Regional Hub & Geopolitical Pivot
S5,cultural tourism management,0.4,1,1.0,1.0,BROOKINGS_QATAR_SOFT_POWER,tourism_hospitality,0.33646329245522655,0.1345853169820906,0.25,S5: Regional Hub & Geopolitical Pivot
S5,AI policy and governance,0.0,1,1.0,1.5,UNESCO_AI_EDUCATION,cross_sector,0.33646329245522655,0.0,0.0,S5: Regional Hub & Geopolitical Pivot
S5,cybersecurity research,0.0,1,2.0,1.0,QSTP_INNOVATION,technology_digital,0.33646329245522655,0.0,0.0,S5: Regional Hub & Geopolitical Pivot
